"","Species","Gene","Chromosome","peakStart","peakStop","GeneDirection","GeneStart","GeneStop","Distance","Proxy","Kd_Zenith","Kd_Max","ERE","Mis1_Max","Mis2_Max","Mis3_Max","Half","Info"
"814","Pan_paniscus","RAN","12",132669000,132671500,"+",132694498,132699668,22998,"Up",132669000,0.00309528,0,2,0,3,5,"ID=gene18941;Dbxref=GeneID:100976346;Name=RAN;gbkey=Gene;gene=RAN;gene_biotype=protein_coding"
"283","Pan_paniscus","RAN","12",132707500,132709500,"+",132694498,132699668,7832,"Down",132707500,0.00305202,0,1,2,2,5,"ID=gene18941;Dbxref=GeneID:100976346;Name=RAN;gbkey=Gene;gene=RAN;gene_biotype=protein_coding"
"914","Pan_paniscus","PUS1","12",133967000,133969000,"+",134011927,134027160,42927,"Up",133967000,0.00304451,0,0,2,3,5,"ID=gene18951;Dbxref=GeneID:100992400;Name=PUS1;gbkey=Gene;gene=PUS1;gene_biotype=protein_coding"
"1014","Pan_paniscus","PUS1","12",133999500,134001500,"+",134011927,134027160,10427,"Up",133999500,0.00304706,0,2,0,2,4,"ID=gene18951;Dbxref=GeneID:100992400;Name=PUS1;gbkey=Gene;gene=PUS1;gene_biotype=protein_coding"
"423","Pan_paniscus","PUS1","12",134013500,134015500,"+",134011927,134027160,-1573,"Inter",134013500,0.00309889,0,2,0,1,3,"ID=gene18951;Dbxref=GeneID:100992400;Name=PUS1;gbkey=Gene;gene=PUS1;gene_biotype=protein_coding"
"523","Pan_paniscus","TP53","17",7650000,7652000,"-",7706120,7687132,35132,"Down",7650000,0.0030045,0,1,1,1,3,"ID=gene22780;Dbxref=GeneID:100973941;Name=TP53;gbkey=Gene;gene=TP53;gene_biotype=protein_coding"
"533","Pan_paniscus","TP53","17",7652000,7654000,"-",7706120,7687132,33132,"Down",7652000,0.00306786,0,1,0,2,3,"ID=gene22780;Dbxref=GeneID:100973941;Name=TP53;gbkey=Gene;gene=TP53;gene_biotype=protein_coding"
"743","Pan_paniscus","TP53","17",7731500,7733500,"-",7706120,7687132,25380,"Up",7731500,0.00303088,0,1,1,2,4,"ID=gene22780;Dbxref=GeneID:100973941;Name=TP53;gbkey=Gene;gene=TP53;gene_biotype=protein_coding"
"543","Pan_paniscus","WNT9B","17",10785000,10787500,"-",10818516,10804033,16533,"Down",10785000,0.00331349,0,2,1,2,4,"ID=gene22863;Dbxref=GeneID:100993261;Name=WNT9B;gbkey=Gene;gene=WNT9B;gene_biotype=protein_coding"
"753","Pan_paniscus","WNT9B","17",10833000,10835500,"-",10818516,10804033,14484,"Up",10833000,0.00310763,0,2,1,1,4,"ID=gene22863;Dbxref=GeneID:100993261;Name=WNT9B;gbkey=Gene;gene=WNT9B;gene_biotype=protein_coding"
"763","Pan_paniscus","STH","17",11529000,11531000,"-",11486265,11485834,42735,"Up",11529000,0.00300417,0,1,1,0,2,"ID=gene22873;Dbxref=GeneID:100988606;Name=STH;gbkey=Gene;gene=STH;gene_biotype=protein_coding"
"773","Pan_paniscus","STH","17",11532000,11534000,"-",11486265,11485834,45735,"Up",11532000,0.00303848,0,1,1,1,3,"ID=gene22873;Dbxref=GeneID:100988606;Name=STH;gbkey=Gene;gene=STH;gene_biotype=protein_coding"
"873","Pan_paniscus","MAPT","17",11529000,11531000,"-",11590626,11458159,-59626,"Inter",11529000,0.00300417,0,1,1,0,2,"ID=gene22872;Dbxref=GeneID:100987023;Name=MAPT;gbkey=Gene;gene=MAPT;gene_biotype=protein_coding"
"883","Pan_paniscus","MAPT","17",11532000,11534000,"-",11590626,11458159,-56626,"Inter",11532000,0.00303848,0,1,1,1,3,"ID=gene22872;Dbxref=GeneID:100987023;Name=MAPT;gbkey=Gene;gene=MAPT;gene_biotype=protein_coding"
"783","Pan_paniscus","MAPT","17",11636500,11639000,"-",11590626,11458159,45874,"Up",11636500,0.00311806,0,2,0,1,2,"ID=gene22872;Dbxref=GeneID:100987023;Name=MAPT;gbkey=Gene;gene=MAPT;gene_biotype=protein_coding"
"793","Pan_paniscus","NMT1","17",12465000,12467000,"-",12440015,12394306,24985,"Up",12465000,0.00303863,0,1,1,1,3,"ID=gene22891;Dbxref=GeneID:100981120;Name=NMT1;gbkey=Gene;gene=NMT1;gene_biotype=protein_coding"
"473","Pan_paniscus","KRT19","17",15955000,15957000,"+",16006608,16010782,49608,"Up",15955000,0.00313101,0,1,1,1,3,"ID=gene23020;Dbxref=GeneID:100977663;Name=KRT19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"483","Pan_paniscus","KRT19","17",15982500,15984500,"+",16006608,16010782,22108,"Up",15982500,0.003044,0,1,0,1,2,"ID=gene23020;Dbxref=GeneID:100977663;Name=KRT19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"853","Pan_paniscus","KRT19","17",16008500,16010500,"+",16006608,16010782,-1892,"Inter",16008500,0.00304889,0,1,1,0,2,"ID=gene23020;Dbxref=GeneID:100977663;Name=KRT19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"623","Pan_paniscus","KRT19","17",16018000,16020500,"+",16006608,16010782,7218,"Down",16018000,0.00317187,0,1,2,2,4,"ID=gene23020;Dbxref=GeneID:100977663;Name=KRT19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"633","Pan_paniscus","KRT19","17",16031000,16033500,"+",16006608,16010782,20218,"Down",16031000,0.00305838,0,0,2,1,3,"ID=gene23020;Dbxref=GeneID:100977663;Name=KRT19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"643","Pan_paniscus","KRT19","17",16055000,16058000,"+",16006608,16010782,44218,"Down",16055000,0.00345334,0,0,1,4,5,"ID=gene23020;Dbxref=GeneID:100977663;Name=KRT19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"553","Pan_paniscus","IGFBP4","17",17024500,17027000,"-",17060712,17055544,28544,"Down",17024500,0.00309001,0,1,1,3,5,"ID=gene23081;Dbxref=GeneID:100979470;Name=IGFBP4;gbkey=Gene;gene=IGFBP4;gene_biotype=protein_coding"
"803","Pan_paniscus","IGFBP4","17",17084000,17086000,"-",17060712,17055544,23288,"Up",17084000,0.00307152,0,1,1,0,2,"ID=gene23081;Dbxref=GeneID:100979470;Name=IGFBP4;gbkey=Gene;gene=IGFBP4;gene_biotype=protein_coding"
"563","Pan_paniscus","CDC6","17",17160500,17162500,"-",17225972,17211681,49181,"Down",17160500,0.00302602,0,1,0,2,3,"ID=gene23087;Dbxref=GeneID:100968238;Name=CDC6;gbkey=Gene;gene=CDC6;gene_biotype=protein_coding"
"573","Pan_paniscus","CDC6","17",17206000,17208000,"-",17225972,17211681,3681,"Down",17206000,0.00306508,0,2,0,2,4,"ID=gene23087;Dbxref=GeneID:100968238;Name=CDC6;gbkey=Gene;gene=CDC6;gene_biotype=protein_coding"
"493","Pan_paniscus","ALDOC","17",28673500,28675500,"+",28702447,28706507,26947,"Up",28673500,0.00300081,0,0,0,2,2,"ID=gene23315;Dbxref=GeneID:100984644;Name=ALDOC;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding"
"503","Pan_paniscus","ALDOC","17",28685000,28687000,"+",28702447,28706507,15447,"Up",28685000,0.00300436,0,0,3,2,5,"ID=gene23315;Dbxref=GeneID:100984644;Name=ALDOC;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding"
"653","Pan_paniscus","ALDOC","17",28741500,28744000,"+",28702447,28706507,34993,"Down",28741500,0.00304167,0,1,2,2,4,"ID=gene23315;Dbxref=GeneID:100984644;Name=ALDOC;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding"
"663","Pan_paniscus","ALDOC","17",28743000,28745500,"+",28702447,28706507,36493,"Down",28743000,0.00308404,0,2,0,2,4,"ID=gene23315;Dbxref=GeneID:100984644;Name=ALDOC;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding"
"673","Pan_paniscus","ALDOC","17",28753000,28755000,"+",28702447,28706507,46493,"Down",28753000,0.00303388,0,2,0,0,2,"ID=gene23315;Dbxref=GeneID:100984644;Name=ALDOC;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding"
"515","Pan_paniscus","VTN","17",28902000,28904500,"+",28906508,28909583,2008,"Up",28902000,0.003133,0,1,1,3,5,"ID=gene23323;Dbxref=GeneID:100980616;Name=VTN;gbkey=Gene;gene=VTN;gene_biotype=protein_coding"
"683","Pan_paniscus","VTN","17",28959500,28961500,"+",28906508,28909583,49917,"Down",28959500,0.00301024,0,0,1,3,4,"ID=gene23323;Dbxref=GeneID:100980616;Name=VTN;gbkey=Gene;gene=VTN;gene_biotype=protein_coding"
"583","Pan_paniscus","TOB1","17",49794500,49797000,"-",49829036,49824888,27888,"Down",49794500,0.00313218,0,1,1,2,4,"ID=gene23571;Dbxref=GeneID:100972034;Name=TOB1;gbkey=Gene;gene=TOB1;gene_biotype=protein_coding"
"593","Pan_paniscus","TOB1","17",49802500,49804500,"-",49829036,49824888,20388,"Down",49802500,0.00314148,0,2,0,3,5,"ID=gene23571;Dbxref=GeneID:100972034;Name=TOB1;gbkey=Gene;gene=TOB1;gene_biotype=protein_coding"
"603","Pan_paniscus","APPBP2","17",59626500,59629000,"-",59737779,59655186,26186,"Down",59626500,0.00302602,0,1,2,1,4,"ID=gene23660;Dbxref=GeneID:100995733;Name=APPBP2;gbkey=Gene;gene=APPBP2;gene_biotype=protein_coding"
"893","Pan_paniscus","APPBP2","17",59700000,59702000,"-",59737779,59655186,-35779,"Inter",59700000,0.00301244,0,1,0,4,5,"ID=gene23660;Dbxref=GeneID:100995733;Name=APPBP2;gbkey=Gene;gene=APPBP2;gene_biotype=protein_coding"
"815","Pan_paniscus","APPBP2","17",59742000,59744000,"-",59737779,59655186,4221,"Up",59742000,0.00302743,0,2,0,2,4,"ID=gene23660;Dbxref=GeneID:100995733;Name=APPBP2;gbkey=Gene;gene=APPBP2;gene_biotype=protein_coding"
"823","Pan_paniscus","APPBP2","17",59776500,59778500,"-",59737779,59655186,38721,"Up",59776500,0.00304879,0,1,2,2,5,"ID=gene23660;Dbxref=GeneID:100995733;Name=APPBP2;gbkey=Gene;gene=APPBP2;gene_biotype=protein_coding"
"615","Pan_paniscus","SLC16A6","17",67563500,67565500,"-",67607703,67598175,32675,"Down",67563500,0.00301832,0,0,2,1,3,"ID=gene23768;Dbxref=GeneID:100968990;Name=SLC16A6;gbkey=Gene;gene=SLC16A6;gene_biotype=protein_coding"
"903","Pan_paniscus","SDK2","17",73035500,73038000,"-",73134693,72822770,-96693,"Inter",73035500,0.00304571,0,1,0,2,3,"ID=gene23806;Dbxref=GeneID:100985191;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"915","Pan_paniscus","SDK2","17",73094500,73097000,"-",73134693,72822770,-37693,"Inter",73094500,0.00313868,0,1,2,2,5,"ID=gene23806;Dbxref=GeneID:100985191;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"923","Pan_paniscus","SDK2","17",73102000,73104000,"-",73134693,72822770,-30693,"Inter",73102000,0.00303426,0,1,0,2,3,"ID=gene23806;Dbxref=GeneID:100985191;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"833","Pan_paniscus","SDK2","17",73180000,73182000,"-",73134693,72822770,45307,"Up",73180000,0.00310822,0,1,2,2,5,"ID=gene23806;Dbxref=GeneID:100985191;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"863","Pan_paniscus","SLC9A3R1","17",74263000,74265000,"+",74250406,74271234,-12594,"Inter",74263000,0.00312828,0,1,1,2,4,"ID=gene23827;Dbxref=GeneID:100976426;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"693","Pan_paniscus","SLC9A3R1","17",74297000,74299000,"+",74250406,74271234,25766,"Down",74297000,0.00302616,0,1,2,1,4,"ID=gene23827;Dbxref=GeneID:100976426;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"703","Pan_paniscus","SLC9A3R1","17",74309000,74311000,"+",74250406,74271234,37766,"Down",74309000,0.00302,0,1,1,1,3,"ID=gene23827;Dbxref=GeneID:100976426;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"715","Pan_paniscus","SLC9A3R1","17",74312000,74314000,"+",74250406,74271234,40766,"Down",74312000,0.00305925,0,0,1,2,3,"ID=gene23827;Dbxref=GeneID:100976426;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"723","Pan_paniscus","SLC9A3R1","17",74321000,74323500,"+",74250406,74271234,49766,"Down",74321000,0.00308713,0,1,1,1,3,"ID=gene23827;Dbxref=GeneID:100976426;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"733","Pan_paniscus","BIRC5","17",77870500,77872500,"+",77842724,77854159,16341,"Down",77870500,0.0030025,0,0,1,1,2,"ID=gene23932;Dbxref=GeneID:100980532;Name=BIRC5;gbkey=Gene;gene=BIRC5;gene_biotype=protein_coding"
"843","Pan_paniscus","SOCS3","17",77998500,78000500,"-",77985068,77981752,13432,"Up",77998500,0.00307554,0,1,2,1,4,"ID=gene23936;Dbxref=GeneID:100978589;Name=SOCS3;gbkey=Gene;gene=SOCS3;gene_biotype=protein_coding"
"943","Pan_paniscus","CTBP1","4",1206500,1209000,"-",1275303,1238982,29982,"Down",1206500,0.0031067,0,1,0,1,2,"ID=gene6575;Dbxref=GeneID:100976410;Name=CTBP1;gbkey=Gene;gene=CTBP1;gene_biotype=protein_coding"
"953","Pan_paniscus","CTBP1","4",1234500,1236500,"-",1275303,1238982,2482,"Down",1234500,0.0031519,0,1,1,0,2,"ID=gene6575;Dbxref=GeneID:100976410;Name=CTBP1;gbkey=Gene;gene=CTBP1;gene_biotype=protein_coding"
"963","Pan_paniscus","PTTG2","4",38175000,38177000,"+",38142885,38143509,31491,"Down",38175000,0.00301505,0,1,0,2,3,"ID=gene6794;Dbxref=GeneID:100995167;Name=PTTG2;gbkey=Gene;gene=PTTG2;gene_biotype=protein_coding"
"973","Pan_paniscus","GNRHR","4",62723000,62725000,"+",62687474,62706179,16821,"Down",62723000,0.00300249,0,1,0,1,2,"ID=gene7049;Dbxref=GeneID:100967998;Name=GNRHR;gbkey=Gene;gene=GNRHR;gene_biotype=protein_coding"
"983","Pan_paniscus","GNRHR","4",62725500,62728000,"+",62687474,62706179,19321,"Down",62725500,0.00317467,0,0,0,0,0,"ID=gene7049;Dbxref=GeneID:100967998;Name=GNRHR;gbkey=Gene;gene=GNRHR;gene_biotype=protein_coding"
"1015","Pan_paniscus","HERC6","4",91428000,91430500,"+",91393215,91456399,-34785,"Inter",91428000,0.0031177,0,1,1,5,6,"ID=gene7198;Dbxref=GeneID:103784915;Name=HERC6;gbkey=Gene;gene=HERC6;gene_biotype=protein_coding"
"1022","Pan_paniscus","HERC6","4",91445000,91447000,"+",91393215,91456399,-51785,"Inter",91445000,0.00307568,0,1,0,2,3,"ID=gene7198;Dbxref=GeneID:103784915;Name=HERC6;gbkey=Gene;gene=HERC6;gene_biotype=protein_coding"
"1032","Pan_paniscus","UNC5C","4",98558000,98560500,"-",98588235,98198831,-27735,"Inter",98558000,0.00422911,1,0,0,1,2,"ID=gene7228;Dbxref=GeneID:100993093;Name=UNC5C;gbkey=Gene;gene=UNC5C;gene_biotype=protein_coding"
"993","Pan_paniscus","UNC5C","4",98619500,98621500,"-",98588235,98198831,31265,"Up",98619500,0.00306332,0,1,1,0,2,"ID=gene7228;Dbxref=GeneID:100993093;Name=UNC5C;gbkey=Gene;gene=UNC5C;gene_biotype=protein_coding"
"933","Pan_paniscus","SPRY1","4",126670000,126672500,"+",126713946,126720973,41446,"Up",126670000,0.00303312,0,1,1,0,2,"ID=gene7418;Dbxref=GeneID:100982304;Name=SPRY1;gbkey=Gene;gene=SPRY1;gene_biotype=protein_coding"
"1003","Pan_paniscus","PDLIM3","4",189918000,189920000,"-",189914707,189880930,3293,"Up",189918000,0.00304677,0,2,1,1,4,"ID=gene7768;Dbxref=GeneID:100981687;Name=PDLIM3;gbkey=Gene;gene=PDLIM3;gene_biotype=protein_coding"
"1042","Pan_paniscus","AR","X",66762500,66764500,"+",66790419,66975916,25919,"Up",66762500,0.0030111,0,1,0,2,3,"ID=gene28463;Dbxref=GeneID:100976456;Name=AR;gbkey=Gene;gene=AR;gene_biotype=protein_coding"
"1072","Pan_paniscus","AR","X",67015500,67017500,"+",66790419,66975916,39584,"Down",67015500,0.0032256,0,1,1,1,3,"ID=gene28463;Dbxref=GeneID:100976456;Name=AR;gbkey=Gene;gene=AR;gene_biotype=protein_coding"
"1052","Pan_paniscus","FHL1","X",135517500,135519500,"+",135538152,135602375,18652,"Up",135517500,0.00309369,0,3,1,1,5,"ID=gene29013;Dbxref=GeneID:100977882;Name=FHL1;gbkey=Gene;gene=FHL1;gene_biotype=protein_coding"
"1082","Pan_paniscus","TREX2","X",152910500,152912500,"-",152884591,152881479,25909,"Up",152910500,0.0030613,0,1,0,1,2,"ID=gene29129;Dbxref=GeneID:100980321;Name=TREX2;gbkey=Gene;gene=TREX2;gene_biotype=protein_coding"
"1092","Pan_paniscus","TREX2","X",152919500,152922000,"-",152884591,152881479,34909,"Up",152919500,0.00306749,0,1,0,1,2,"ID=gene29129;Dbxref=GeneID:100980321;Name=TREX2;gbkey=Gene;gene=TREX2;gene_biotype=protein_coding"
"1062","Pan_paniscus","G6PD","X",153801000,153803000,"-",153860675,153843092,40092,"Down",153801000,0.00304383,0,1,0,1,2,"ID=gene29170;Dbxref=GeneID:100985592;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"1101","Pan_paniscus","G6PD","X",153844500,153847500,"-",153860675,153843092,-13175,"Inter",153844500,0.00322509,0,2,0,1,3,"ID=gene29170;Dbxref=GeneID:100985592;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"1111","Pan_paniscus","G6PD","X",153847500,153849500,"-",153860675,153843092,-11175,"Inter",153847500,0.0030379,0,2,0,0,2,"ID=gene29170;Dbxref=GeneID:100985592;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"174","Pan_troglodytes","FKBP4","12",2979000,2981000,"+",2957691,2966714,12286,"Down",2979000,0.00300486,0,0,2,2,4,"ID=gene23192;Dbxref=GeneID:451748;Name=FKBP4;gbkey=Gene;gene=FKBP4;gene_biotype=protein_coding"
"184","Pan_troglodytes","FKBP4","12",3013500,3015500,"+",2957691,2966714,46786,"Down",3013500,0.00302079,0,0,2,3,5,"ID=gene23192;Dbxref=GeneID:451748;Name=FKBP4;gbkey=Gene;gene=FKBP4;gene_biotype=protein_coding"
"424","Pan_troglodytes","SCNN1A","12",6646500,6648500,"-",6662060,6631268,-13560,"Inter",6646500,0.00303466,0,0,1,1,2,"ID=gene23254;Dbxref=GeneID:451776;Name=SCNN1A;gbkey=Gene;gene=SCNN1A;gene_biotype=protein_coding"
"616","Pan_troglodytes","CD69","12",10169000,10171000,"-",10186982,10178553,7553,"Down",10169000,0.00324199,0,2,0,2,4,"ID=gene23409;Dbxref=GeneID:465280;Name=CD69;gbkey=Gene;gene=CD69;gene_biotype=protein_coding"
"124","Pan_troglodytes","DDIT3","12",32252500,32254500,"+",32296530,32300455,42030,"Up",32252500,0.00304464,0,0,0,3,3,"ID=gene23676;Dbxref=GeneID:452017;Name=DDIT3;gbkey=Gene;gene=DDIT3;gene_biotype=protein_coding"
"216","Pan_troglodytes","DDIT3","12",32282500,32285000,"+",32296530,32300455,11530,"Up",32282500,0.00312509,0,1,1,4,6,"ID=gene23676;Dbxref=GeneID:452017;Name=DDIT3;gbkey=Gene;gene=DDIT3;gene_biotype=protein_coding"
"194","Pan_troglodytes","DDIT3","12",32343000,32345000,"+",32296530,32300455,42545,"Down",32343000,0.0030814,0,1,2,2,5,"ID=gene23676;Dbxref=GeneID:452017;Name=DDIT3;gbkey=Gene;gene=DDIT3;gene_biotype=protein_coding"
"716","Pan_troglodytes","SHMT2","12",32560000,32562500,"-",32598908,32593308,30808,"Down",32560000,0.00304063,0,1,1,4,5,"ID=gene23687;Dbxref=GeneID:452007;Name=SHMT2;gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding"
"284","Pan_troglodytes","SHMT2","12",32630000,32632500,"-",32598908,32593308,31092,"Up",32630000,0.00303242,0,1,0,0,1,"ID=gene23687;Dbxref=GeneID:452007;Name=SHMT2;gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding"
"294","Pan_troglodytes","SHMT2","12",32632500,32635000,"-",32598908,32593308,33592,"Up",32632500,0.00307501,0,1,1,2,4,"ID=gene23687;Dbxref=GeneID:452007;Name=SHMT2;gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding"
"304","Pan_troglodytes","SHMT2","12",32635000,32639000,"-",32598908,32593308,36092,"Up",32635000,0.0033131,0,2,0,9,9,"ID=gene23687;Dbxref=GeneID:452007;Name=SHMT2;gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding"
"816","Pan_troglodytes","SUOX","12",33802000,33804000,"-",33863201,33853727,49727,"Down",33802000,0.00303729,0,1,1,1,3,"ID=gene23745;Dbxref=GeneID:451978;Name=SUOX;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding"
"316","Pan_troglodytes","SUOX","12",33865000,33867500,"-",33863201,33853727,1799,"Up",33865000,0.0042897,1,0,0,2,3,"ID=gene23745;Dbxref=GeneID:451978;Name=SUOX;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding"
"324","Pan_troglodytes","SUOX","12",33877500,33880000,"-",33863201,33853727,14299,"Up",33877500,0.00314489,0,1,1,3,5,"ID=gene23745;Dbxref=GeneID:451978;Name=SUOX;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding"
"334","Pan_troglodytes","SUOX","12",33901000,33903000,"-",33863201,33853727,37799,"Up",33901000,0.00306419,0,1,2,1,4,"ID=gene23745;Dbxref=GeneID:451978;Name=SUOX;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding"
"916","Pan_troglodytes","HOXC13","12",35828000,35830000,"-",35838433,35830685,685,"Down",35828000,0.00307395,0,1,0,0,1,"ID=gene23821;Dbxref=GeneID:467008;Name=HOXC13;gbkey=Gene;gene=HOXC13;gene_biotype=protein_coding"
"344","Pan_troglodytes","HOXC13","12",35876000,35878000,"-",35838433,35830685,37567,"Up",35876000,0.00307271,0,2,0,1,3,"ID=gene23821;Dbxref=GeneID:467008;Name=HOXC13;gbkey=Gene;gene=HOXC13;gene_biotype=protein_coding"
"1016","Pan_troglodytes","KRT7","12",37547500,37550000,"-",37607807,37592169,42169,"Down",37547500,0.00324912,0,2,0,6,8,"ID=gene23891;Dbxref=GeneID:466983;Name=KRT7;description=keratin 7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"1112","Pan_troglodytes","KRT7","12",37549000,37551000,"-",37607807,37592169,41169,"Down",37549000,0.00302686,0,1,0,1,2,"ID=gene23891;Dbxref=GeneID:466983;Name=KRT7;description=keratin 7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"125","Pan_troglodytes","KRT7","12",37574000,37576000,"-",37607807,37592169,16169,"Down",37574000,0.00304939,0,0,0,4,4,"ID=gene23891;Dbxref=GeneID:466983;Name=KRT7;description=keratin 7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"354","Pan_troglodytes","KRT7","12",37611500,37613500,"-",37607807,37592169,3693,"Up",37611500,0.00303963,0,1,0,2,3,"ID=gene23891;Dbxref=GeneID:466983;Name=KRT7;description=keratin 7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"364","Pan_troglodytes","KRT7","12",37613000,37615000,"-",37607807,37592169,5193,"Up",37613000,0.00301987,0,0,0,1,1,"ID=gene23891;Dbxref=GeneID:466983;Name=KRT7;description=keratin 7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"374","Pan_troglodytes","KRT7","12",37635000,37637500,"-",37607807,37592169,27193,"Up",37635000,0.00317186,0,2,0,1,3,"ID=gene23891;Dbxref=GeneID:466983;Name=KRT7;description=keratin 7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"434","Pan_troglodytes","NR4A1","12",37784500,37786500,"-",37804479,37782118,-17979,"Inter",37784500,0.00301954,0,0,1,1,2,"ID=gene23897;Dbxref=GeneID:451913;Name=NR4A1;gbkey=Gene;gene=NR4A1;gene_biotype=protein_coding"
"444","Pan_troglodytes","NR4A1","12",37795500,37798000,"-",37804479,37782118,-6479,"Inter",37795500,0.00310116,0,1,2,2,5,"ID=gene23897;Dbxref=GeneID:451913;Name=NR4A1;gbkey=Gene;gene=NR4A1;gene_biotype=protein_coding"
"454","Pan_troglodytes","NR4A1","12",37798000,37800000,"-",37804479,37782118,-4479,"Inter",37798000,0.00301629,0,1,0,1,2,"ID=gene23897;Dbxref=GeneID:451913;Name=NR4A1;gbkey=Gene;gene=NR4A1;gene_biotype=protein_coding"
"204","Pan_troglodytes","WNT10B","12",40978000,40980000,"+",40951555,40965797,12203,"Down",40978000,0.00301956,0,0,2,1,3,"ID=gene23978;Dbxref=GeneID:451870;Name=WNT10B;gbkey=Gene;gene=WNT10B;gene_biotype=protein_coding"
"217","Pan_troglodytes","WNT10B","12",41007000,41009000,"+",40951555,40965797,41203,"Down",41007000,0.00301905,0,1,0,1,2,"ID=gene23978;Dbxref=GeneID:451870;Name=WNT10B;gbkey=Gene;gene=WNT10B;gene_biotype=protein_coding"
"134","Pan_troglodytes","WNT1","12",40898000,40900500,"-",40952874,40948297,47797,"Down",40898000,0.003139,0,0,0,0,0,"ID=gene23977;Dbxref=GeneID:742674;Name=WNT1;gbkey=Gene;gene=WNT1;gene_biotype=protein_coding"
"384","Pan_troglodytes","WNT1","12",40978000,40980000,"-",40952874,40948297,25126,"Up",40978000,0.00301956,0,0,2,1,3,"ID=gene23977;Dbxref=GeneID:742674;Name=WNT1;gbkey=Gene;gene=WNT1;gene_biotype=protein_coding"
"317","Pan_troglodytes","VDR","12",42050000,42052000,"+",42059468,42127194,7468,"Up",42050000,0.00300884,0,0,0,5,5,"ID=gene24019;Dbxref=GeneID:451858;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"394","Pan_troglodytes","VDR","12",42078500,42080500,"+",42059468,42127194,-19032,"Inter",42078500,0.00303776,0,1,0,2,3,"ID=gene24019;Dbxref=GeneID:451858;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"404","Pan_troglodytes","VDR","12",42121500,42124000,"+",42059468,42127194,-62032,"Inter",42121500,0.00300592,0,0,2,1,3,"ID=gene24019;Dbxref=GeneID:451858;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"224","Pan_troglodytes","VDR","12",42139000,42142500,"+",42059468,42127194,11806,"Down",42139000,0.00318543,0,1,1,5,7,"ID=gene24019;Dbxref=GeneID:451858;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"234","Pan_troglodytes","VDR","12",42165500,42167500,"+",42059468,42127194,38306,"Down",42165500,0.00304343,0,1,0,0,1,"ID=gene24019;Dbxref=GeneID:451858;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"416","Pan_troglodytes","SLC38A1","12",43726000,43728000,"+",43740715,43834039,12715,"Up",43726000,0.00306873,0,1,1,2,4,"ID=gene24038;Dbxref=GeneID:451850;Name=SLC38A1;gbkey=Gene;gene=SLC38A1;gene_biotype=protein_coding"
