"","genome_position","N","mean_Kd_inverse","N_over_1.5","N_0.15_to_1.5","N_0.09_to_0.15","N_0.04_to_0.09","Total_over_0.04"
"80513",40256500,1000,0.00261679,0,0,0,0,0
"80514",40257000,1000,0.00269526,0,0,0,2,2
"80515",40257500,1000,0.00272039,0,0,0,2,2
"80516",40258000,1000,0.00273427,0,0,0,2,2
"80517",40258500,1000,0.00273718,0,0,0,2,2
"80518",40259000,1000,0.00259387,0,0,0,0,0
"80519",40259500,1000,0.00256255,0,0,0,0,0
"80520",40260000,1000,0.0026085,0,0,0,1,1
"80521",40260500,1000,0.00271764,0,0,0,2,2
"80522",40261000,1000,0.00267284,0,0,0,2,2
"80523",40261500,1000,0.00290458,0,0,3,2,5
"80524",40262000,1000,0.00292948,0,0,3,2,5
"80525",40262500,1000,0.00263896,0,0,0,1,1
"80526",40263000,1000,0.00266871,0,0,0,1,1
"80527",40263500,1000,0.00261206,0,0,0,2,2
"80528",40264000,1000,0.00261454,0,0,0,1,1
"80529",40264500,1000,0.00274671,0,0,0,0,0
"80530",40265000,1000,0.00272147,0,0,0,0,0
"80531",40265500,1000,0.00267697,0,0,0,0,0
"80532",40266000,1000,0.00267412,0,0,0,0,0
"80533",40266500,1000,0.0026222,0,0,0,0,0
"80534",40267000,1000,0.00262684,0,0,0,0,0
"80535",40267500,1000,0.00269485,0,0,0,3,3
"80536",40268000,1000,0.00278062,0,0,1,3,4
"80537",40268500,1000,0.00271966,0,0,1,0,1
"80538",40269000,1000,0.00264059,0,0,0,2,2
"80539",40269500,1000,0.00262584,0,0,0,4,4
"80540",40270000,1000,0.00271371,0,0,0,4,4
"80541",40270500,1000,0.00280883,0,0,0,3,3
"80542",40271000,1000,0.00267627,0,0,0,1,1
"80543",40271500,1000,0.00253797,0,0,0,0,0
"80544",40272000,1000,0.00260862,0,0,0,1,1
"80545",40272500,1000,0.00273978,0,0,0,3,3
"80546",40273000,1000,0.00276304,0,0,0,3,3
"80547",40273500,1000,0.00273343,0,0,0,1,1
"80548",40274000,1000,0.00273296,0,0,1,0,1
"80549",40274500,1000,0.00260786,0,0,1,0,1
"80550",40275000,1000,0.00255239,0,0,0,2,2
"80551",40275500,1000,0.00261474,0,0,0,3,3
"80552",40276000,1000,0.00268221,0,0,0,3,3
"80553",40276500,1000,0.00270689,0,0,0,2,2
"80554",40277000,1000,0.00282841,0,1,0,0,1
"80555",40277500,1000,0.00285555,0,1,0,2,3
"80556",40278000,1000,0.00284011,0,0,1,2,3
"80557",40278500,1000,0.00273587,0,0,1,0,1
"80558",40279000,1000,0.00254305,0,0,0,0,0
"80559",40279500,1000,0.00262271,0,0,0,0,0
"80560",40280000,1000,0.0027124,0,0,1,0,1
"80561",40280500,1000,0.0027007,0,0,1,0,1
"80562",40281000,1000,0.00266433,0,0,0,1,1
"80563",40281500,1000,0.00270401,0,0,0,1,1
"80564",40282000,1000,0.00260109,0,0,0,0,0
"80565",40282500,1000,0.00261183,0,0,0,2,2
"80566",40283000,1000,0.00261281,0,0,0,2,2
"80567",40283500,1000,0.00259933,0,0,0,0,0
"80568",40284000,1000,0.00274699,0,0,1,0,1
"80569",40284500,1000,0.0028478,0,0,1,2,3
"80570",40285000,1000,0.00279721,0,0,0,3,3
"80571",40285500,1000,0.00280254,0,1,0,2,3
"80572",40286000,1000,0.00271839,0,1,0,2,3
"80573",40286500,1000,0.0025838,0,0,0,1,1
"80574",40287000,1000,0.00264855,0,0,0,1,1
"80575",40287500,1000,0.00263716,0,0,0,1,1
"80576",40288000,1000,0.00259852,0,0,0,0,0
"80577",40288500,1000,0.00265948,0,0,1,1,2
"80578",40289000,1000,0.00260932,0,0,1,1,2
"80579",40289500,1000,0.002721,0,1,0,0,1
"80580",40290000,1000,0.00288653,0,2,0,0,2
"80581",40290500,1000,0.00268602,0,1,0,0,1
"80582",40291000,1000,0.00272024,0,0,1,0,1
"80583",40291500,1000,0.00277337,0,0,1,1,2
"80584",40292000,1000,0.00266397,0,0,0,3,3
"80585",40292500,1000,0.00275281,0,0,0,3,3
"80586",40293000,1000,0.0028024,0,0,0,3,3
"80587",40293500,1000,0.00277829,0,0,0,4,4
"80588",40294000,1000,0.00267424,0,0,0,3,3
"80589",40294500,1000,0.00269312,0,0,1,2,3
"80590",40295000,1000,0.00271333,0,0,1,1,2
"80591",40295500,1000,0.00270021,0,0,0,0,0
"80592",40296000,1000,0.00267125,0,0,0,0,0
"80593",40296500,1000,0.00259352,0,0,0,1,1
"80594",40297000,1000,0.00263781,0,0,0,1,1
"80595",40297500,1000,0.00270367,0,0,0,0,0
"80596",40298000,1000,0.00261353,0,0,0,0,0
"80597",40298500,1000,0.00255189,0,0,0,1,1
"80598",40299000,1000,0.00260324,0,0,0,1,1
"80599",40299500,1000,0.00263075,0,0,0,2,2
"80600",40300000,1000,0.00278959,0,0,1,3,4
"80601",40300500,1000,0.00279477,0,0,1,2,3
"80602",40301000,1000,0.00277055,0,1,0,1,2
"80603",40301500,1000,0.00267244,0,1,0,0,1
"80604",40302000,1000,0.00262377,0,0,0,0,0
"80605",40302500,1000,0.00269787,0,0,0,1,1
"80606",40303000,1000,0.0025549,0,0,0,1,1
"80607",40303500,1000,0.00254505,0,0,0,0,0
"80608",40304000,1000,0.0026682,0,0,0,1,1
"80609",40304500,1000,0.00276859,0,0,0,3,3
"80610",40305000,1000,0.00271846,0,0,0,3,3
"80611",40305500,1000,0.00253896,0,0,0,1,1
"80612",40306000,1000,0.00255467,0,0,1,0,1
"80613",40306500,1000,0.0025913,0,0,1,0,1
"80614",40307000,1000,0.00257464,0,0,0,0,0
"80615",40307500,1000,0.00276251,0,0,0,1,1
"80616",40308000,1000,0.00300272,0,1,0,2,3
"80617",40308500,1000,0.00303225,0,2,0,2,4
"80618",40309000,1000,0.00279214,0,1,0,1,2
"80619",40309500,1000,0.00264316,0,0,0,0,0
"80620",40310000,1000,0.00279517,0,0,1,0,1
"80621",40310500,1000,0.00285126,0,1,1,0,2
"80622",40311000,1000,0.00277264,0,1,0,0,1
"80623",40311500,1000,0.00275947,0,0,0,1,1
"80624",40312000,1000,0.0028224,0,1,0,1,2
"80625",40312500,1000,0.00272996,0,1,0,0,1
"80626",40313000,1000,0.0027269,0,0,1,0,1
"80627",40313500,1000,0.00279456,0,0,1,0,1
"80628",40314000,1000,0.0027765,0,0,0,0,0
"80629",40314500,1000,0.00270797,0,0,0,0,0
"80630",40315000,1000,0.00260343,0,0,0,1,1
"80631",40315500,1000,0.00270677,0,0,0,2,2
"80632",40316000,1000,0.00283934,0,0,0,2,2
"80633",40316500,1000,0.00263431,0,0,0,1,1
"80634",40317000,1000,0.0025899,0,0,0,0,0
"80635",40317500,1000,0.00286306,0,0,1,0,1
"80636",40318000,1000,0.0027213,0,0,1,0,1
"80637",40318500,1000,0.0025015,0,0,0,0,0
"80638",40319000,1000,0.00252032,0,0,0,0,0
"80639",40319500,1000,0.00256142,0,0,0,0,0
"80640",40320000,1000,0.00266253,0,0,0,2,2
"80641",40320500,1000,0.0026898,0,0,0,2,2
"80642",40321000,1000,0.00262608,0,0,0,0,0
"80643",40321500,1000,0.00269094,0,0,0,1,1
"80644",40322000,1000,0.00273969,0,0,1,1,2
"80645",40322500,1000,0.00267435,0,0,1,0,1
"80646",40323000,1000,0.00266451,0,0,0,0,0
"80647",40323500,1000,0.00264946,0,0,0,1,1
"80648",40324000,1000,0.00262119,0,0,0,1,1
"80649",40324500,1000,0.00266263,0,0,0,0,0
"80650",40325000,1000,0.00260606,0,0,0,1,1
"80651",40325500,1000,0.00267693,0,0,1,1,2
"80652",40326000,1000,0.00282807,0,0,2,0,2
"80653",40326500,1000,0.00277117,0,0,1,0,1
"80654",40327000,1000,0.00263636,0,0,0,0,0
"80655",40327500,1000,0.0026764,0,0,0,1,1
"80656",40328000,1000,0.0027172,0,0,0,1,1
"80657",40328500,1000,0.00265021,0,0,0,0,0
"80658",40329000,1000,0.00268363,0,0,0,0,0
"80659",40329500,1000,0.00277936,0,0,0,3,3
"80660",40330000,1000,0.00287731,0,0,1,3,4
"80661",40330500,1000,0.00287368,0,0,1,1,2
"80662",40331000,1000,0.00276596,0,0,0,1,1
"80663",40331500,1000,0.00263514,0,0,0,0,0
"80664",40332000,1000,0.00263258,0,0,0,2,2
"80665",40332500,1000,0.00270568,0,0,0,2,2
"80666",40333000,1000,0.00269171,0,0,0,2,2
"80667",40333500,1000,0.00276158,0,0,0,5,5
"80668",40334000,1000,0.0028325,0,0,1,3,4
"80669",40334500,1000,0.00285022,0,1,1,0,2
"80670",40335000,1000,0.00285619,0,1,0,3,4
"80671",40335500,1000,0.00265716,0,0,0,3,3
"80672",40336000,1000,0.00267044,0,0,0,2,2
"80673",40336500,1000,0.00289711,0,0,2,3,5
"80674",40337000,1000,0.00279312,0,0,2,1,3
"80675",40337500,1000,0.00266155,0,0,0,0,0
"80676",40338000,1000,0.00270285,0,0,0,0,0
"80677",40338500,1000,0.00270212,0,0,0,1,1
"80678",40339000,1000,0.00269318,0,0,0,2,2
"80679",40339500,1000,0.00266064,0,0,0,1,1
"80680",40340000,1000,0.00256295,0,0,0,0,0
"80681",40340500,1000,0.00260047,0,0,0,0,0
"80682",40341000,1000,0.00262423,0,0,0,0,0
"80683",40341500,1000,0.00257938,0,0,0,0,0
"80684",40342000,1000,0.00253404,0,0,0,0,0
"80685",40342500,1000,0.0024928,0,0,0,0,0
"80686",40343000,1000,0.0026056,0,0,0,1,1
"80687",40343500,1000,0.00263847,0,0,0,1,1
"80688",40344000,1000,0.00270287,0,0,0,0,0
"80689",40344500,1000,0.00280691,0,0,0,0,0
"80690",40345000,1000,0.00270006,0,0,0,0,0
"80691",40345500,1000,0.00266882,0,0,0,0,0
"80692",40346000,1000,0.00275364,0,0,1,0,1
"80693",40346500,1000,0.00272541,0,0,1,1,2
"80694",40347000,1000,0.00264517,0,0,0,1,1
"80695",40347500,1000,0.0025675,0,0,0,0,0
"80696",40348000,1000,0.00266978,0,0,0,0,0
"80697",40348500,1000,0.00287222,0,0,1,0,1
"80698",40349000,1000,0.00284535,0,0,1,0,1
"80699",40349500,1000,0.00282549,0,0,0,0,0
"80700",40350000,1000,0.00268712,0,0,0,0,0
"80701",40350500,1000,0.00249758,0,0,0,0,0
"80702",40351000,1000,0.0024745,0,0,0,0,0
"80703",40351500,1000,0.00271589,0,0,1,0,1
"80704",40352000,1000,0.0030059,0,0,2,1,3
"80705",40352500,1000,0.00291316,0,0,1,3,4
"80706",40353000,1000,0.00277438,0,0,0,2,2
"80707",40353500,1000,0.00286181,0,0,2,0,2
"80708",40354000,1000,0.00309924,0,1,2,0,3
"80709",40354500,1000,0.00298182,0,1,0,0,1
"80710",40355000,1000,0.00277556,0,0,0,0,0
"80711",40355500,1000,0.00273556,0,0,0,0,0
"80712",40356000,1000,0.00266166,0,0,0,0,0
"80713",40356500,1000,0.00261448,0,0,0,0,0
"80714",40357000,1000,0.00256288,0,0,0,1,1
"80715",40357500,1000,0.00257632,0,0,0,1,1
"80716",40358000,1000,0.00262841,0,0,0,1,1
"80717",40358500,1000,0.0025547,0,0,0,1,1
"80718",40359000,1000,0.00260819,0,0,1,1,2
"80719",40359500,1000,0.00278023,0,0,1,3,4
"80720",40360000,1000,0.00274875,0,0,0,2,2
"80721",40360500,1000,0.00262973,0,0,0,0,0
"80722",40361000,1000,0.00262436,0,0,0,0,0
"80723",40361500,1000,0.00260631,0,0,0,0,0
"80724",40362000,1000,0.00268474,0,0,0,1,1
"80725",40362500,1000,0.00269726,0,0,0,1,1
"80726",40363000,1000,0.00260821,0,0,1,0,1
"80727",40363500,1000,0.0027392,0,0,1,1,2
"80728",40364000,1000,0.00275438,0,0,0,1,1
"80729",40364500,1000,0.00258163,0,0,0,0,0
"80730",40365000,1000,0.00248082,0,0,0,0,0
"80731",40365500,1000,0.00264398,0,0,1,0,1
"80732",40366000,1000,0.00287565,0,1,1,0,2
"80733",40366500,1000,0.00289104,0,1,0,0,1
"80734",40367000,1000,0.00273659,0,0,0,0,0
"80735",40367500,1000,0.00277416,0,0,1,1,2
"80736",40368000,1000,0.00276044,0,0,1,1,2
"80737",40368500,1000,0.00274698,0,0,1,1,2
"80738",40369000,1000,0.00271058,0,0,1,1,2
"80739",40369500,1000,0.00276677,0,0,1,2,3
"80740",40370000,1000,0.00285392,0,0,2,2,4
"80741",40370500,1000,0.0026883,0,0,1,2,3
"80742",40371000,1000,0.00273483,0,0,1,3,4
"80743",40371500,1000,0.00269161,0,0,1,1,2
"80744",40372000,1000,0.00280387,0,0,0,2,2
"80745",40372500,1000,0.00294086,0,0,0,2,2
"80746",40373000,1000,0.00273302,0,0,0,1,1
"80747",40373500,1000,0.00272158,0,0,0,3,3
"80748",40374000,1000,0.00276044,0,0,0,3,3
"80749",40374500,1000,0.00277916,0,0,0,2,2
"80750",40375000,1000,0.0027321,0,0,0,1,1
"80751",40375500,1000,0.00264216,0,0,0,2,2
"80752",40376000,1000,0.00266077,0,0,0,2,2
"80753",40376500,1000,0.00266565,0,0,0,0,0
"80754",40377000,1000,0.00272726,0,0,0,0,0
"80755",40377500,1000,0.00268226,0,0,0,1,1
"80756",40378000,1000,0.00264632,0,0,1,1,2
"80757",40378500,1000,0.00268697,0,0,1,1,2
"80758",40379000,1000,0.00267417,0,0,0,1,1
"80759",40379500,1000,0.00279847,0,1,0,1,2
"80760",40380000,1000,0.00279904,0,1,0,2,3
"80761",40380500,1000,0.00280567,0,0,0,3,3
"80762",40381000,1000,0.00288169,0,0,0,3,3
"80763",40381500,1000,0.00281547,0,0,0,2,2
"80764",40382000,1000,0.00283745,0,0,1,1,2
"80765",40382500,1000,0.00290067,0,0,1,2,3
"80766",40383000,1000,0.00283385,0,0,0,4,4
"80767",40383500,1000,0.00269785,0,0,0,2,2
"80768",40384000,1000,0.00275641,0,1,0,0,1
"80769",40384500,1000,0.00268803,0,1,0,0,1
"80770",40385000,1000,0.00270141,0,0,1,1,2
"80771",40385500,1000,0.00284767,0,1,1,1,3
"80772",40386000,1000,0.00271309,0,1,1,0,2
"80773",40386500,1000,0.00268118,0,0,1,1,2
"80774",40387000,1000,0.0029328,0,0,1,4,5
"80775",40387500,1000,0.00283077,0,0,1,3,4
"80776",40388000,1000,0.00259891,0,0,0,0,0
"80777",40388500,1000,0.00263645,0,0,1,0,1
"80778",40389000,1000,0.00265734,0,0,1,0,1
"80779",40389500,1000,0.00261357,0,0,0,0,0
"80780",40390000,1000,0.0027471,0,0,0,3,3
"80781",40390500,1000,0.00283517,0,0,1,3,4
"80782",40391000,1000,0.00264417,0,0,1,0,1
"80783",40391500,1000,0.00255588,0,0,0,0,0
"80784",40392000,1000,0.00250225,0,0,0,0,0
"80785",40392500,1000,0.00250677,0,0,0,0,0
"80786",40393000,1000,0.00258334,0,0,0,0,0
"80787",40393500,1000,0.00268942,0,0,0,3,3
"80788",40394000,1000,0.00269156,0,0,0,4,4
"80789",40394500,1000,0.00261418,0,0,0,3,3
"80790",40395000,1000,0.00278608,0,0,0,4,4
"80791",40395500,1000,0.00292156,0,0,1,3,4
"80792",40396000,1000,0.00278619,0,0,1,2,3
"80793",40396500,1000,0.00257406,0,0,0,1,1
"80794",40397000,1000,0.00253368,0,0,0,1,1
"80795",40397500,1000,0.00269841,0,0,1,1,2
"80796",40398000,1000,0.00275129,0,0,1,2,3
"80797",40398500,1000,0.00257215,0,0,0,2,2
"80798",40399000,1000,0.00246155,0,0,0,0,0
"80799",40399500,1000,0.00249738,0,0,0,0,0
"80800",40400000,1000,0.00253706,0,0,0,0,0
"80801",40400500,1000,0.00250065,0,0,0,0,0
"80802",40401000,1000,0.00260511,0,0,0,2,2
"80803",40401500,1000,0.00273417,0,0,0,2,2
"80804",40402000,1000,0.00268052,0,0,0,0,0
"80805",40402500,1000,0.00265254,0,0,0,1,1
"80806",40403000,1000,0.00254476,0,0,0,1,1
"80807",40403500,1000,0.00246068,0,0,0,0,0
"80808",40404000,1000,0.00265117,0,1,0,0,1
"80809",40404500,1000,0.00269767,0,1,1,0,2
"80810",40405000,1000,0.002602,0,0,1,0,1
"80811",40405500,1000,0.00276382,0,0,0,2,2
"80812",40406000,1000,0.0027151,0,0,0,2,2
"80813",40406500,1000,0.00256877,0,0,0,0,0
"80814",40407000,1000,0.00263145,0,0,1,1,2
"80815",40407500,1000,0.00260036,0,0,1,1,2
"80816",40408000,1000,0.00258789,0,0,1,0,1
"80817",40408500,1000,0.00270791,0,0,1,2,3
"80818",40409000,1000,0.00263671,0,0,0,2,2
"80819",40409500,1000,0.00264916,0,0,0,3,3
"80820",40410000,1000,0.00262687,0,0,0,3,3
"80821",40410500,1000,0.00246026,0,0,0,0,0
"80822",40411000,1000,0.00259012,0,0,0,0,0
"80823",40411500,1000,0.0026148,0,0,0,1,1
"80824",40412000,1000,0.00255632,0,0,0,3,3
"80825",40412500,1000,0.00254975,0,0,0,2,2
"80826",40413000,1000,0.00246235,0,0,0,0,0
"80827",40413500,1000,0.00253855,0,0,0,0,0
"80828",40414000,1000,0.00272296,0,0,0,2,2
"80829",40414500,1000,0.00279,0,0,1,3,4
"80830",40415000,1000,0.00272252,0,0,1,3,4
"80831",40415500,1000,0.00257764,0,0,0,2,2
"80832",40416000,1000,0.00250807,0,0,0,0,0
"80833",40416500,1000,0.0027032,0,1,0,0,1
"80834",40417000,1000,0.0026745,0,1,0,0,1
"80835",40417500,1000,0.00254894,0,0,0,0,0
"80836",40418000,1000,0.00255713,0,0,0,0,0
"80837",40418500,1000,0.00256578,0,0,0,2,2
"80838",40419000,1000,0.0026378,0,0,0,3,3
"80839",40419500,1000,0.00265423,0,0,1,1,2
"80840",40420000,1000,0.00273666,0,0,1,1,2
"80841",40420500,1000,0.00275264,0,0,0,1,1
"80842",40421000,1000,0.00274762,0,0,1,1,2
"80843",40421500,1000,0.00270827,0,0,1,1,2
"80844",40422000,1000,0.00271388,0,0,0,2,2
"80845",40422500,1000,0.00283589,0,0,1,2,3
"80846",40423000,1000,0.00270603,0,0,1,0,1
"80847",40423500,1000,0.00254532,0,0,0,0,0
"80848",40424000,1000,0.00259211,0,0,1,0,1
"80849",40424500,1000,0.0026439,0,0,1,2,3
"80850",40425000,1000,0.00280868,0,0,1,3,4
"80851",40425500,1000,0.00280454,0,0,1,1,2
"80852",40426000,1000,0.00264203,0,0,0,0,0
"80853",40426500,1000,0.00261702,0,0,0,1,1
"80854",40427000,1000,0.00266836,0,0,0,2,2
"80855",40427500,1000,0.00280319,0,1,0,1,2
"80856",40428000,1000,0.00277893,0,1,0,0,1
"80857",40428500,1000,0.00280635,0,0,1,3,4
"80858",40429000,1000,0.00283298,0,0,1,3,4
"80859",40429500,1000,0.00266508,0,0,0,0,0
"80860",40430000,1000,0.00273594,0,0,1,0,1
"80861",40430500,1000,0.00284636,0,0,1,0,1
"80862",40431000,1000,0.0027776,0,0,0,0,0
"80863",40431500,1000,0.00277781,0,0,0,0,0
"80864",40432000,1000,0.00305905,0,1,1,0,2
"80865",40432500,1000,0.00297751,0,1,1,0,2
"80866",40433000,1000,0.00268371,0,0,0,0,0
"80867",40433500,1000,0.00275392,0,0,1,0,1
"80868",40434000,1000,0.00262088,0,0,1,0,1
"80869",40434500,1000,0.00247958,0,0,0,0,0
"80870",40435000,1000,0.0027914,0,0,1,2,3
"80871",40435500,1000,0.00283133,0,0,1,2,3
"80872",40436000,1000,0.00253197,0,0,0,0,0
"80873",40436500,1000,0.00261045,0,0,0,0,0
"80874",40437000,1000,0.0026785,0,0,0,0,0
"80875",40437500,1000,0.00270065,0,0,0,0,0
"80876",40438000,1000,0.00282172,0,0,1,0,1
"80877",40438500,1000,0.00275801,0,0,1,1,2
"80878",40439000,1000,0.00271868,0,0,1,1,2
"80879",40439500,1000,0.00290466,0,0,2,1,3
"80880",40440000,1000,0.00288696,0,0,1,1,2
"80881",40440500,1000,0.0028315,0,0,1,2,3
"80882",40441000,1000,0.00277089,0,0,1,2,3
"80883",40441500,1000,0.00262617,0,0,0,2,2
"80884",40442000,1000,0.00283147,0,1,0,3,4
"80885",40442500,1000,0.00283506,0,1,0,1,2
"80886",40443000,1000,0.00250102,0,0,0,0,0
"80887",40443500,1000,0.00235505,0,0,0,0,0
"80888",40444000,1000,0.00247116,0,0,0,0,0
"80889",40444500,1000,0.00281919,0,1,0,0,1
"80890",40445000,1000,0.00296643,0,1,0,0,1
"80891",40445500,1000,0.00282348,0,0,0,1,1
"80892",40446000,1000,0.00279495,0,0,0,4,4
"80893",40446500,1000,0.00275846,0,0,0,4,4
"80894",40447000,1000,0.00266417,0,0,0,1,1
"80895",40447500,1000,0.0026364,0,0,0,0,0
"80896",40448000,1000,0.002762,0,0,1,0,1
"80897",40448500,1000,0.00285356,0,0,1,0,1
"80898",40449000,1000,0.00271443,0,0,0,1,1
"80899",40449500,1000,0.00272032,0,0,1,2,3
"80900",40450000,1000,0.00280161,0,0,1,4,5
"80901",40450500,1000,0.00273182,0,0,0,3,3
"80902",40451000,1000,0.00262326,0,0,0,0,0
"80903",40451500,1000,0.00251421,0,0,0,0,0
"80904",40452000,1000,0.00262727,0,0,0,1,1
"80905",40452500,1000,0.00284997,0,0,0,4,4
"80906",40453000,1000,0.00283616,0,0,0,4,4
"80907",40453500,1000,0.00273097,0,0,0,1,1
"80908",40454000,1000,0.00273895,0,0,0,0,0
"80909",40454500,1000,0.00279042,0,0,0,1,1
"80910",40455000,1000,0.00263661,0,0,0,1,1
"80911",40455500,1000,0.00273363,0,1,1,0,2
"80912",40456000,1000,0.00284365,0,1,1,0,2
"80913",40456500,1000,0.00276574,0,0,0,0,0
"80914",40457000,1000,0.00279625,0,0,0,0,0
"80915",40457500,1000,0.00273665,0,0,0,0,0
"80916",40458000,1000,0.00270626,0,0,0,0,0
"80917",40458500,1000,0.00267887,0,0,0,0,0
"80918",40459000,1000,0.00267527,0,0,0,0,0
"80919",40459500,1000,0.00263478,0,0,0,0,0
"80920",40460000,1000,0.00278339,0,1,0,0,1
"80921",40460500,1000,0.00275401,0,1,0,0,1
"80922",40461000,1000,0.00265034,0,0,0,1,1
"80923",40461500,1000,0.00269856,0,0,0,1,1
"80924",40462000,1000,0.00278767,0,0,0,1,1
"80925",40462500,1000,0.00269414,0,0,0,1,1
"80926",40463000,1000,0.00250152,0,0,0,0,0
"80927",40463500,1000,0.00257477,0,0,0,1,1
"80928",40464000,1000,0.00271016,0,0,1,1,2
"80929",40464500,1000,0.00277555,0,0,1,0,1
"80930",40465000,1000,0.00269875,0,0,0,0,0
"80931",40465500,1000,0.00270809,0,0,0,1,1
"80932",40466000,1000,0.0028877,0,1,0,1,2
"80933",40466500,1000,0.00287745,0,1,0,0,1
"80934",40467000,1000,0.00273492,0,0,0,2,2
"80935",40467500,1000,0.00273901,0,0,1,2,3
"80936",40468000,1000,0.00294938,0,0,3,2,5
"80937",40468500,1000,0.00287021,0,0,2,2,4
"80938",40469000,1000,0.00273849,0,0,1,2,3
"80939",40469500,1000,0.00289606,0,1,1,2,4
"80940",40470000,1000,0.00307442,0,2,0,1,3
"80941",40470500,1000,0.00299294,0,1,0,2,3
"80942",40471000,1000,0.00266021,0,0,0,1,1
"80943",40471500,1000,0.00262743,0,0,0,0,0
"80944",40472000,1000,0.00260933,0,0,0,1,1
"80945",40472500,1000,0.00266212,0,0,0,1,1
"80946",40473000,1000,0.00275482,0,0,0,0,0
"80947",40473500,1000,0.00265537,0,0,0,0,0
"80948",40474000,1000,0.00260295,0,0,0,0,0
"80949",40474500,1000,0.00277358,0,0,0,3,3
"80950",40475000,1000,0.00278415,0,0,0,4,4
"80951",40475500,1000,0.00278074,0,0,1,1,2
"80952",40476000,1000,0.00273844,0,0,1,0,1
"80953",40476500,1000,0.00261286,0,0,0,1,1
"80954",40477000,1000,0.00267231,0,0,0,1,1
"80955",40477500,1000,0.00281701,0,0,0,0,0
"80956",40478000,1000,0.00279639,0,0,0,0,0
"80957",40478500,1000,0.00265182,0,0,0,0,0
"80958",40479000,1000,0.00270946,0,0,1,1,2
"80959",40479500,1000,0.00300783,0,1,1,2,4
"80960",40480000,1000,0.00293889,0,1,0,1,2
"80961",40480500,1000,0.0026319,0,0,0,0,0
"80962",40481000,1000,0.00279221,0,0,0,1,1
"80963",40481500,1000,0.0030011,0,0,1,2,3
"80964",40482000,1000,0.00292562,0,0,1,2,3
"80965",40482500,1000,0.00284917,0,0,1,1,2
"80966",40483000,1000,0.00288421,0,0,1,1,2
"80967",40483500,1000,0.00286396,0,0,1,1,2
"80968",40484000,1000,0.00270585,0,0,1,1,2
"80969",40484500,1000,0.00278965,0,0,1,2,3
"80970",40485000,1000,0.00276445,0,0,1,2,3
"80971",40485500,1000,0.00256153,0,0,0,1,1
"80972",40486000,1000,0.00271663,0,0,0,0,0
"80973",40486500,1000,0.00274155,0,0,0,0,0
"80974",40487000,1000,0.00264753,0,0,0,0,0
"80975",40487500,1000,0.00275005,0,0,0,0,0
"80976",40488000,1000,0.00273291,0,0,0,1,1
"80977",40488500,1000,0.00272444,0,0,1,1,2
"80978",40489000,1000,0.00292095,0,1,1,0,2
"80979",40489500,1000,0.00302338,0,1,0,3,4
"80980",40490000,1000,0.00299852,0,0,0,4,4
"80981",40490500,1000,0.00280246,0,0,0,1,1
"80982",40491000,1000,0.00261973,0,0,0,0,0
"80983",40491500,1000,0.00256042,0,0,0,0,0
"80984",40492000,1000,0.00252406,0,0,0,0,0
"80985",40492500,1000,0.00262207,0,0,0,1,1
"80986",40493000,1000,0.00263223,0,0,0,1,1
"80987",40493500,1000,0.00267565,0,0,0,1,1
"80988",40494000,1000,0.00270609,0,0,0,2,2
"80989",40494500,1000,0.00275783,0,0,0,5,5
"80990",40495000,1000,0.00287362,0,0,0,4,4
"80991",40495500,1000,0.0026793,0,0,0,0,0
"80992",40496000,1000,0.00270193,0,0,1,0,1
"80993",40496500,1000,0.0026656,0,0,1,0,1
"80994",40497000,1000,0.00271741,0,0,1,1,2
"80995",40497500,1000,0.00278037,0,0,1,1,2
"80996",40498000,1000,0.00266969,0,0,0,0,0
"80997",40498500,1000,0.0027834,0,0,0,1,1
"80998",40499000,1000,0.00271102,0,0,0,2,2
"80999",40499500,1000,0.00260759,0,0,0,1,1
"81000",40500000,1000,0.00266141,0,0,0,2,2
"81001",40500500,1000,0.00285339,0,0,2,2,4
"81002",40501000,1000,0.00291578,0,0,2,2,4
"81003",40501500,1000,0.00274869,0,0,0,3,3
"81004",40502000,1000,0.00270932,0,0,0,2,2
"81005",40502500,1000,0.0027811,0,0,0,2,2
"81006",40503000,1000,0.00267064,0,0,0,1,1
"81007",40503500,1000,0.00255952,0,0,0,0,0
"81008",40504000,1000,0.0027209,0,0,1,1,2
"81009",40504500,1000,0.00268493,0,0,1,1,2
"81010",40505000,1000,0.00257637,0,0,0,1,1
"81011",40505500,1000,0.00268568,0,0,0,1,1
"81012",40506000,1000,0.00279676,0,0,1,1,2
"81013",40506500,1000,0.00283295,0,0,2,2,4
"81014",40507000,1000,0.00278194,0,0,1,2,3
"81015",40507500,1000,0.00284736,0,1,0,2,3
"81016",40508000,1000,0.00260349,0,1,0,1,2
"81017",40508500,1000,0.00241898,0,0,0,0,0
"81018",40509000,1000,0.00258071,0,0,0,2,2
"81019",40509500,1000,0.00288456,0,0,1,4,5
"81020",40510000,1000,0.00311983,0,0,1,5,6
"81021",40510500,1000,0.00280445,0,0,0,3,3
"81022",40511000,1000,0.00260601,0,0,0,0,0
